log_id,log_timestamp,site_id,zone_id,device_id,badge_id,user_id,outcome
LOG-007646,2025-01-05 19:47:19+00:00,SITE-003,SITE-003::ZONE-C,DEV-021,BADGE-00041,USR-0041,granted
LOG-007647,2025-01-08 07:01:25+00:00,SITE-003,SITE-003::ZONE-B,DEV-020,BADGE-00072,USR-0072,denied
LOG-007648,2025-01-03 14:30:38+00:00,SITE-001,SITE-001::ZONE-B,DEV-003,BADGE-00012,USR-0012,tailgated
LOG-007649,2025-01-02 15:15:27+00:00,SITE-002,SITE-002::ZONE-A,DEV-010,BADGE-00140,USR-0140,granted
LOG-007650,2025-01-03 11:51:55+00:00,SITE-001,SITE-001::ZONE-A,DEV-002,BADGE-00074,USR-0074,denied
LOG-007651,2025-01-09 01:41:31+00:00,SITE-002,SITE-002::ZONE-A,DEV-010,BADGE-00143,USR-0143,granted
LOG-007652,2025-01-10 01:34:19+00:00,SITE-002,SITE-002::ZONE-D,DEV-016,BADGE-00013,USR-0013,invalid_credential
LOG-007653,2025-01-13 15:56:14+00:00,SITE-001,SITE-001::ZONE-C,DEV-006,BADGE-00065,USR-0065,denied
LOG-007654,2025-01-14 04:32:50+00:00,SITE-001,SITE-001::ZONE-B,DEV-004,BADGE-00080,USR-0080,granted
LOG-007655,2025-01-11 12:52:18+00:00,SITE-002,SITE-002::ZONE-B,DEV-012,BADGE-00018,USR-0018,granted
LOG-007656,2025-01-01 04:11:36+00:00,SITE-002,SITE-002::ZONE-C,DEV-013,BADGE-00166,USR-0166,granted
LOG-007657,2025-01-10 20:23:40+00:00,SITE-003,SITE-003::ZONE-A,DEV-018,BADGE-00120,USR-0120,granted
LOG-007658,2025-01-10 21:03:59+00:00,SITE-001,SITE-001::ZONE-A,DEV-001,BADGE-00169,USR-0169,granted
LOG-007659,2025-01-10 21:16:47+00:00,SITE-001,SITE-001::ZONE-C,DEV-006,BADGE-00161,USR-0161,granted
LOG-007660,2025-01-10 05:29:24+00:00,SITE-003,SITE-003::ZONE-B,DEV-019,BADGE-00007,USR-0007,granted
LOG-007661,2025-01-10 15:01:54+00:00,SITE-003,SITE-003::ZONE-A,DEV-017,,USR-0174,granted
LOG-007662,2025-01-09 04:34:40+00:00,SITE-003,SITE-003::ZONE-C,DEV-022,BADGE-00014,USR-0014,tailgated
LOG-007663,2025-01-09 16:09:02+00:00,SITE-003,SITE-003::ZONE-B,DEV-020,BADGE-00175,USR-0175,granted
LOG-007664,2025-01-10 16:36:42+00:00,SITE-003,SITE-003::ZONE-C,DEV-021,BADGE-00134,USR-0134,granted
LOG-007665,2025-01-01 14:35:38+00:00,SITE-002,SITE-002::ZONE-C,DEV-013,BADGE-00164,USR-0164,denied
LOG-007666,2025-01-08 02:55:21+00:00,SITE-003,SITE-003::ZONE-D,DEV-024,BADGE-00100,USR-0100,granted
LOG-007667,2025-01-02 18:55:52+00:00,SITE-002,SITE-002::ZONE-A,DEV-010,BADGE-00033,USR-0033,granted
LOG-007668,2025-01-13 23:26:38+00:00,SITE-003,SITE-003::ZONE-C,DEV-022,BADGE-00030,USR-0030,granted
LOG-007669,2025-01-14 20:34:12+00:00,SITE-002,SITE-002::ZONE-A,DEV-010,BADGE-00024,USR-0024,denied
LOG-007670,2025-01-03 05:09:47+00:00,SITE-002,SITE-002::ZONE-B,DEV-011,BADGE-00162,USR-0162,denied
LOG-007671,2025-01-13 11:33:14+00:00,SITE-003,SITE-003::ZONE-A,DEV-017,BADGE-00107,USR-0107,granted
LOG-007672,2025-01-07 15:06:46+00:00,SITE-002,SITE-002::ZONE-A,DEV-010,BADGE-00044,USR-0044,granted
LOG-007673,2025-01-10 09:55:00+00:00,SITE-001,SITE-001::ZONE-B,DEV-004,BADGE-00025,USR-0025,granted
LOG-007674,2025-01-10 03:25:14+00:00,SITE-003,SITE-003::ZONE-C,DEV-022,BADGE-00016,USR-0016,granted
LOG-007675,2025-01-02 15:31:46+00:00,SITE-002,SITE-002::ZONE-B,DEV-011,BADGE-00052,USR-0052,granted
LOG-007676,2025-01-13 17:19:21+00:00,SITE-003,SITE-003::ZONE-D,DEV-023,BADGE-00150,USR-0150,granted
LOG-007677,2025-01-09 23:15:19+00:00,SITE-002,SITE-002::ZONE-A,DEV-010,BADGE-00179,USR-0179,granted
LOG-007678,2025-01-07 19:46:41+00:00,SITE-003,SITE-003::ZONE-D,DEV-024,BADGE-00122,USR-0122,denied
LOG-007679,2025-01-09 14:34:29+00:00,SITE-002,SITE-002::ZONE-D,DEV-015,BADGE-00200,USR-0200,granted
LOG-007680,2025-01-14 16:16:13+00:00,SITE-003,SITE-003::ZONE-B,DEV-019,BADGE-00079,USR-0079,granted
LOG-007681,2025-01-10 01:31:06+00:00,SITE-003,SITE-003::ZONE-B,DEV-019,BADGE-00067,USR-0067,tailgated
LOG-007682,2025-01-10 04:34:40+00:00,SITE-001,SITE-001::ZONE-C,DEV-005,BADGE-00139,USR-0139,granted
LOG-007683,2025-01-13 06:32:27+00:00,SITE-003,SITE-003::ZONE-B,DEV-020,,USR-0000,granted
LOG-007684,2025-01-10 18:56:06+00:00,SITE-003,SITE-003::ZONE-D,DEV-023,BADGE-00183,USR-0183,granted
LOG-007685,2025-01-03 00:01:44+00:00,SITE-002,SITE-002::ZONE-D,DEV-016,BADGE-00157,USR-0157,denied
LOG-007686,2025-01-12 10:55:02+00:00,SITE-003,SITE-003::ZONE-D,DEV-023,BADGE-00007,USR-0007,granted
LOG-007687,2025-01-13 14:18:55+00:00,SITE-003,SITE-003::ZONE-C,DEV-021,BADGE-00038,USR-0038,invalid_credential
LOG-007688,2025-01-11 06:35:46+00:00,SITE-002,SITE-002::ZONE-D,DEV-016,BADGE-00126,USR-0126,granted
LOG-007689,2025-01-03 03:11:35+00:00,SITE-002,SITE-002::ZONE-B,DEV-012,BADGE-00148,USR-0148,granted
LOG-007690,2025-01-08 07:36:08+00:00,SITE-003,SITE-003::ZONE-C,DEV-021,BADGE-00044,USR-0044,granted
LOG-007691,2025-01-01 18:09:27+00:00,SITE-001,SITE-001::ZONE-C,DEV-005,BADGE-00150,USR-0150,granted
LOG-007692,2025-01-11 19:35:56+00:00,SITE-002,SITE-002::ZONE-C,DEV-014,BADGE-00095,USR-0095,granted
LOG-007693,2025-01-14 09:37:15+00:00,SITE-003,SITE-003::ZONE-B,DEV-020,BADGE-00136,USR-0136,granted
LOG-007694,2025-01-01 12:00:21+00:00,SITE-003,SITE-003::ZONE-D,DEV-023,BADGE-00085,USR-0085,granted
LOG-007695,2025-01-02 12:37:54+00:00,SITE-001,SITE-001::ZONE-D,DEV-007,BADGE-00091,USR-0091,granted
LOG-007696,2025-01-14 01:24:34+00:00,SITE-001,SITE-001::ZONE-B,DEV-003,BADGE-00078,USR-0078,granted
LOG-007697,2025-01-12 04:43:26+00:00,SITE-002,SITE-002::ZONE-A,DEV-009,BADGE-00032,USR-0032,granted
LOG-007698,2025-01-12 12:34:41+00:00,SITE-003,SITE-003::ZONE-C,DEV-021,BADGE-00039,USR-0039,granted
LOG-007699,2025-01-03 22:03:14+00:00,SITE-002,SITE-002::ZONE-C,DEV-013,BADGE-00034,USR-0034,granted
LOG-007700,2025-01-09 22:15:13+00:00,SITE-001,SITE-001::ZONE-A,DEV-002,BADGE-00161,USR-0161,granted
LOG-007701,2025-01-12 14:28:05+00:00,SITE-001,SITE-001::ZONE-B,DEV-003,BADGE-00085,USR-0085,invalid_credential
LOG-007702,2025-01-01 23:06:04+00:00,SITE-002,SITE-002::ZONE-A,DEV-009,BADGE-00076,USR-0076,granted
LOG-007703,2025-01-04 23:19:58+00:00,SITE-002,SITE-002::ZONE-A,DEV-009,BADGE-00172,USR-0172,granted
LOG-007704,2025-01-05 03:05:38+00:00,SITE-001,SITE-001::ZONE-B,DEV-004,BADGE-00178,USR-0178,granted
LOG-007705,2025-01-04 13:13:07+00:00,SITE-002,SITE-002::ZONE-B,DEV-012,BADGE-00047,USR-0047,granted
LOG-007706,2025-01-05 18:53:28+00:00,SITE-002,SITE-002::ZONE-B,DEV-012,BADGE-00071,USR-0071,granted
LOG-007707,2025-01-04 14:21:36+00:00,SITE-001,SITE-001::ZONE-C,DEV-005,BADGE-00083,USR-0083,granted
LOG-007708,2025-01-01 21:22:41+00:00,SITE-001,SITE-001::ZONE-C,DEV-006,BADGE-00168,USR-0168,??unknown??
LOG-007709,2025-01-10 09:49:33+00:00,SITE-002,SITE-002::ZONE-D,DEV-016,BADGE-00135,USR-0135,granted
LOG-007710,2025-01-09 22:35:17+00:00,SITE-003,SITE-003::ZONE-D,DEV-023,BADGE-00109,USR-0109,granted
LOG-007711,2025-01-13 06:22:55+00:00,SITE-003,SITE-003::ZONE-D,DEV-024,BADGE-00048,USR-0048,granted
LOG-007712,2025-01-09 01:34:19+00:00,SITE-002,SITE-002::ZONE-C,DEV-014,BADGE-00078,USR-0078,granted
LOG-007713,2025-01-10 13:01:38+00:00,SITE-001,SITE-001::ZONE-A,DEV-001,BADGE-00006,USR-0006,granted
LOG-007714,2025-01-06 00:41:41+00:00,SITE-003,SITE-003::ZONE-C,DEV-022,BADGE-00141,USR-0141,granted
LOG-007715,2025-01-06 10:37:22+00:00,SITE-003,SITE-003::ZONE-D,DEV-023,BADGE-00184,USR-0184,granted
LOG-007716,2025-01-06 18:33:57+00:00,SITE-001,SITE-001::ZONE-D,DEV-007,BADGE-00158,USR-0158,granted
LOG-007717,2025-01-14 13:39:47+00:00,SITE-002,SITE-002::ZONE-A,DEV-010,BADGE-00062,USR-0062,invalid_credential
LOG-007718,2025-01-07 14:44:56+00:00,SITE-001,SITE-001::ZONE-A,DEV-001,BADGE-00097,USR-0097,granted
LOG-007719,2025-01-13 01:49:38+00:00,SITE-003,SITE-003::ZONE-B,DEV-020,BADGE-00192,USR-0192,granted
LOG-007720,2025-01-05 11:44:11+00:00,SITE-003,SITE-003::ZONE-B,DEV-019,BADGE-00086,USR-0086,granted
LOG-007721,2025-01-10 14:18:01+00:00,SITE-001,SITE-001::ZONE-A,DEV-001,BADGE-00168,USR-0168,granted
LOG-007722,2025-01-04 20:05:51+00:00,SITE-003,SITE-003::ZONE-A,DEV-017,BADGE-00116,USR-0116,granted
LOG-007723,2025-01-06 13:32:53+00:00,SITE-002,SITE-002::ZONE-A,DEV-010,BADGE-00100,USR-0100,granted
LOG-007724,2025-01-13 00:34:48+00:00,SITE-002,SITE-002::ZONE-C,DEV-014,BADGE-00118,USR-0118,granted
LOG-007725,2025-01-10 13:45:56+00:00,SITE-001,SITE-001::ZONE-C,DEV-006,BADGE-00045,USR-0045,??unknown??
LOG-007726,2025-01-07 19:23:10+00:00,SITE-003,SITE-003::ZONE-B,DEV-020,BADGE-00086,USR-0086,granted
LOG-007727,2025-01-06 17:05:09+00:00,SITE-002,SITE-002::ZONE-A,DEV-010,BADGE-00061,USR-0061,granted
LOG-007728,2025-01-12 04:41:53+00:00,SITE-003,SITE-003::ZONE-C,DEV-021,BADGE-00152,USR-0152,granted
LOG-007729,2025-01-03 04:08:33+00:00,SITE-001,SITE-001::ZONE-B,DEV-004,BADGE-00123,USR-0123,granted
LOG-007730,2025-01-12 21:10:21+00:00,SITE-002,SITE-002::ZONE-D,DEV-015,BADGE-00080,USR-0080,??unknown??
LOG-007731,2025-01-09 15:55:41+00:00,SITE-001,SITE-001::ZONE-D,DEV-008,BADGE-00165,USR-0165,granted
LOG-007732,2025-01-05 14:32:08+00:00,SITE-003,SITE-003::ZONE-D,DEV-024,BADGE-00091,USR-0091,granted
LOG-007734,2025-01-14 20:59:52+00:00,SITE-003,SITE-003::ZONE-A,DEV-018,BADGE-00122,USR-0122,invalid_credential
LOG-007735,2025-01-05 21:21:56+00:00,SITE-001,SITE-001::ZONE-B,DEV-003,BADGE-00178,USR-0178,granted
LOG-007736,2025-01-06 12:06:16+00:00,SITE-003,SITE-003::ZONE-A,DEV-017,BADGE-00198,USR-0198,granted
LOG-007737,2025-01-14 00:14:49+00:00,SITE-001,SITE-001::ZONE-B,DEV-003,BADGE-00066,USR-0066,denied
LOG-007738,2025-01-05 19:42:57+00:00,SITE-002,SITE-002::ZONE-A,DEV-009,BADGE-00053,USR-0053,invalid_credential
LOG-007740,2025-01-13 14:18:11+00:00,SITE-001,SITE-001::ZONE-A,DEV-001,BADGE-00047,USR-0047,granted
LOG-007741,2025-01-09 03:50:17+00:00,SITE-002,SITE-002::ZONE-D,DEV-015,BADGE-00151,USR-0151,granted
LOG-007742,2025-01-02 03:36:03+00:00,SITE-001,SITE-001::ZONE-C,DEV-006,BADGE-00036,USR-0036,granted
LOG-007743,2025-01-01 20:14:20+00:00,SITE-002,SITE-002::ZONE-C,DEV-013,BADGE-00174,USR-0174,granted
LOG-007744,2025-01-04 22:23:43+00:00,SITE-003,SITE-003::ZONE-B,DEV-019,BADGE-00138,USR-0138,granted
LOG-007745,2025-01-01 05:47:03+00:00,SITE-001,SITE-001::ZONE-C,DEV-005,BADGE-00105,USR-0105,granted
LOG-007746,2025-01-11 16:15:44+00:00,SITE-003,SITE-003::ZONE-A,DEV-018,BADGE-00090,USR-0090,granted
LOG-007747,2025-01-09 23:00:05+00:00,SITE-001,SITE-001::ZONE-D,DEV-008,BADGE-00128,USR-0128,granted
LOG-007748,2025-01-07 08:46:00+00:00,SITE-001,SITE-001::ZONE-D,DEV-008,BADGE-00078,USR-0078,granted
LOG-007749,2025-01-12 09:26:18+00:00,SITE-002,SITE-002::ZONE-C,DEV-014,BADGE-00080,USR-0080,granted
LOG-007750,2025-01-02 20:51:26+00:00,SITE-002,SITE-002::ZONE-D,DEV-016,BADGE-00041,USR-0041,granted
LOG-007751,2025-01-08 00:07:05+00:00,SITE-002,SITE-002::ZONE-D,DEV-016,BADGE-00032,USR-0032,denied
LOG-007752,2025-01-05 17:43:28+00:00,SITE-001,SITE-001::ZONE-C,DEV-005,BADGE-00179,USR-0179,denied
LOG-007753,2025-01-01 07:53:29+00:00,SITE-002,SITE-002::ZONE-C,DEV-014,BADGE-00150,USR-0150,granted
LOG-007754,2025-01-07 16:45:17+00:00,SITE-001,SITE-001::ZONE-D,DEV-007,BADGE-00089,USR-0089,granted
LOG-007755,2025-01-03 00:39:44+00:00,SITE-001,SITE-001::ZONE-D,DEV-007,BADGE-00167,USR-0167,denied
LOG-007756,2025-01-01 15:23:58+00:00,SITE-003,SITE-003::ZONE-D,DEV-023,BADGE-00122,USR-0122,granted
LOG-007757,2025-01-03 22:58:40+00:00,SITE-001,SITE-001::ZONE-B,DEV-003,BADGE-00120,USR-0120,granted
LOG-007759,2025-01-09 18:55:32+00:00,SITE-002,SITE-002::ZONE-B,DEV-011,BADGE-00108,USR-0108,granted
LOG-007760,2025-01-12 02:27:06+00:00,SITE-001,SITE-001::ZONE-C,DEV-006,BADGE-00022,USR-0022,granted
LOG-007761,2025-01-07 19:18:56+00:00,SITE-003,SITE-003::ZONE-B,DEV-019,BADGE-00137,USR-0137,granted
LOG-007762,2025-01-09 23:25:32+00:00,SITE-002,SITE-002::ZONE-B,DEV-012,BADGE-00014,USR-0014,granted
LOG-007763,2025-01-02 10:20:28+00:00,SITE-003,SITE-003::ZONE-A,DEV-018,BADGE-00103,USR-0103,granted
LOG-007764,2025-01-12 00:18:39+00:00,SITE-002,SITE-002::ZONE-A,DEV-010,BADGE-00074,USR-0074,granted
LOG-007766,2025-01-06 23:57:06+00:00,SITE-003,SITE-003::ZONE-A,DEV-018,BADGE-00095,USR-0095,granted
LOG-007767,2025-01-13 04:08:57+00:00,SITE-001,SITE-001::ZONE-D,DEV-008,BADGE-00041,USR-0041,granted
LOG-007768,2025-01-05 09:26:05+00:00,SITE-003,SITE-003::ZONE-D,DEV-024,BADGE-00049,USR-0049,granted
LOG-007769,2025-01-07 03:32:32+00:00,SITE-003,SITE-003::ZONE-C,DEV-021,BADGE-00178,USR-0178,granted
LOG-007770,2025-01-13 23:08:59+00:00,SITE-002,SITE-002::ZONE-D,DEV-015,BADGE-00070,USR-0070,granted
LOG-007771,2025-01-03 02:19:11+00:00,SITE-001,SITE-001::ZONE-A,DEV-001,BADGE-00081,USR-0081,granted
LOG-007772,2025-01-08 07:21:46+00:00,SITE-002,SITE-002::ZONE-D,DEV-015,BADGE-00002,USR-0002,granted
LOG-007773,2025-01-09 02:12:37+00:00,SITE-003,SITE-003::ZONE-A,DEV-017,BADGE-00061,USR-0061,granted
LOG-007774,2025-01-10 19:15:50+00:00,SITE-002,SITE-002::ZONE-A,DEV-009,,USR-0071,denied
LOG-007775,2025-01-14 00:16:24+00:00,SITE-001,SITE-001::ZONE-B,DEV-004,BADGE-00144,USR-0144,granted
LOG-007776,2025-01-05 19:32:15+00:00,SITE-002,SITE-002::ZONE-C,DEV-014,BADGE-00024,USR-0024,denied
LOG-007777,2025-01-02 14:56:44+00:00,SITE-003,SITE-003::ZONE-B,DEV-020,BADGE-00186,USR-0186,granted
LOG-007778,2025-01-06 14:06:49+00:00,SITE-001,SITE-001::ZONE-D,DEV-008,BADGE-00026,USR-0026,granted
LOG-007779,2025-01-03 04:33:09+00:00,SITE-002,SITE-002::ZONE-B,DEV-011,BADGE-00131,USR-0131,granted
LOG-007780,2025-01-11 04:34:34+00:00,SITE-001,SITE-001::ZONE-A,DEV-001,BADGE-00001,USR-0001,granted
LOG-007781,2025-01-08 22:27:31+00:00,SITE-003,SITE-003::ZONE-A,DEV-017,BADGE-00164,USR-0164,granted
LOG-007782,2025-01-11 14:29:49+00:00,SITE-003,SITE-003::ZONE-C,DEV-021,BADGE-00140,USR-0140,denied
LOG-007783,2025-01-05 18:14:19+00:00,SITE-003,SITE-003::ZONE-B,DEV-019,BADGE-00168,USR-0168,denied
LOG-007784,2025-01-14 08:44:39+00:00,SITE-002,SITE-002::ZONE-B,DEV-011,BADGE-00187,USR-0187,granted
LOG-007785,2025-01-13 12:54:29+00:00,SITE-001,SITE-001::ZONE-A,DEV-002,BADGE-00167,USR-0167,denied
LOG-007786,2025-01-13 19:41:55+00:00,SITE-002,SITE-002::ZONE-B,DEV-012,BADGE-00125,USR-0125,denied
LOG-007787,2025-01-10 23:29:18+00:00,SITE-003,SITE-003::ZONE-D,DEV-023,BADGE-00168,USR-0168,denied
LOG-007788,2025-01-03 14:53:49+00:00,SITE-001,SITE-001::ZONE-B,DEV-003,BADGE-00020,USR-0020,granted
LOG-007789,2025-01-03 01:25:16+00:00,SITE-001,SITE-001::ZONE-C,DEV-006,BADGE-00130,USR-0130,granted
LOG-007790,2025-01-14 09:33:13+00:00,SITE-003,SITE-003::ZONE-C,DEV-021,BADGE-00198,USR-0198,denied
LOG-007791,2025-01-13 04:33:39+00:00,SITE-002,SITE-002::ZONE-C,DEV-014,BADGE-00076,USR-0076,granted
LOG-007792,2025-01-13 07:56:42+00:00,SITE-001,SITE-001::ZONE-C,DEV-005,BADGE-00196,USR-0196,granted
LOG-007793,2025-01-09 23:48:35+00:00,SITE-001,SITE-001::ZONE-A,DEV-001,BADGE-00102,USR-0102,granted
LOG-007794,2025-01-12 23:49:58+00:00,SITE-002,SITE-002::ZONE-A,DEV-010,BADGE-00094,USR-0094,granted
LOG-007795,2025-01-07 21:51:39+00:00,SITE-002,SITE-002::ZONE-D,DEV-015,,USR-0061,granted
LOG-007796,2025-01-03 06:28:47+00:00,SITE-003,SITE-003::ZONE-C,DEV-021,BADGE-00022,USR-0022,granted
LOG-007797,2025-01-04 14:11:57+00:00,SITE-003,SITE-003::ZONE-C,DEV-022,BADGE-00176,USR-0176,granted
LOG-007798,2025-01-12 22:08:09+00:00,SITE-002,SITE-002::ZONE-B,DEV-011,BADGE-00145,USR-0145,granted
LOG-007799,2025-01-10 02:18:08+00:00,SITE-002,SITE-002::ZONE-B,DEV-011,BADGE-00081,USR-0081,granted
LOG-007800,2025-01-14 23:09:13+00:00,SITE-003,SITE-003::ZONE-D,DEV-023,BADGE-00193,USR-0193,granted
LOG-007801,2025-01-13 13:53:27+00:00,SITE-003,SITE-003::ZONE-B,DEV-019,BADGE-00037,USR-0037,granted
LOG-007802,2025-01-11 15:09:01+00:00,SITE-001,SITE-001::ZONE-C,DEV-006,BADGE-00156,USR-0156,granted
LOG-007803,2025-01-01 12:55:39+00:00,SITE-003,SITE-003::ZONE-A,DEV-017,BADGE-00091,USR-0091,granted
LOG-007804,2025-01-03 14:11:14+00:00,SITE-003,SITE-003::ZONE-A,DEV-018,BADGE-00125,USR-0125,denied
LOG-007805,2025-01-06 06:03:00+00:00,SITE-001,SITE-001::ZONE-C,DEV-006,BADGE-00008,USR-0008,granted
LOG-007806,2025-01-01 12:00:48+00:00,SITE-003,SITE-003::ZONE-D,DEV-024,BADGE-00123,USR-0123,granted
LOG-007807,2025-01-14 02:22:52+00:00,SITE-001,SITE-001::ZONE-D,DEV-008,BADGE-00136,USR-0136,granted
LOG-007808,2025-01-04 04:37:29+00:00,SITE-002,SITE-002::ZONE-C,DEV-014,BADGE-00196,USR-0196,granted
LOG-007809,2025-01-06 08:39:26+00:00,SITE-002,SITE-002::ZONE-B,DEV-012,BADGE-00070,USR-0070,granted
LOG-007810,2025-01-10 10:38:27+00:00,SITE-003,SITE-003::ZONE-A,DEV-017,BADGE-00015,USR-0015,granted
LOG-007812,2025-01-09 21:48:18+00:00,SITE-002,SITE-002::ZONE-A,DEV-010,BADGE-00030,USR-0030,granted
LOG-007813,2025-01-02 10:05:05+00:00,SITE-002,SITE-002::ZONE-A,DEV-010,BADGE-00060,USR-0060,granted
LOG-007814,2025-01-13 15:13:25+00:00,SITE-003,SITE-003::ZONE-B,DEV-019,BADGE-00167,USR-0167,granted
LOG-007815,2025-01-10 16:05:42+00:00,SITE-003,SITE-003::ZONE-D,DEV-023,BADGE-00040,USR-0040,granted
LOG-007816,2025-01-05 16:47:44+00:00,SITE-003,SITE-003::ZONE-C,DEV-022,BADGE-00030,USR-0030,granted
LOG-007817,2025-01-10 19:14:24+00:00,SITE-003,SITE-003::ZONE-B,DEV-019,BADGE-00007,USR-0007,granted
LOG-007818,2025-01-05 09:31:06+00:00,SITE-003,SITE-003::ZONE-A,DEV-017,BADGE-00077,USR-0077,granted
LOG-007819,2025-01-02 14:39:17+00:00,SITE-003,SITE-003::ZONE-B,DEV-019,BADGE-00121,USR-0121,granted
LOG-007820,2025-01-01 03:14:10+00:00,SITE-003,SITE-003::ZONE-D,DEV-023,BADGE-00057,USR-0057,granted
LOG-007821,2025-01-04 01:39:22+00:00,SITE-001,SITE-001::ZONE-A,DEV-001,BADGE-00100,USR-0100,granted
LOG-007822,2025-01-10 21:48:30+00:00,SITE-002,SITE-002::ZONE-D,DEV-015,BADGE-00049,USR-0049,granted
LOG-007823,2025-01-08 21:27:39+00:00,SITE-001,SITE-001::ZONE-A,DEV-001,BADGE-00161,USR-0161,granted
LOG-007824,2025-01-04 19:43:55+00:00,SITE-002,SITE-002::ZONE-C,DEV-014,BADGE-00006,USR-0006,granted
LOG-007825,2025-01-10 14:40:29+00:00,SITE-002,SITE-002::ZONE-A,DEV-010,BADGE-00041,USR-0041,granted
LOG-007826,2025-01-06 10:28:51+00:00,SITE-001,SITE-001::ZONE-D,DEV-008,BADGE-00114,USR-0114,denied
LOG-007827,2025-01-03 04:40:52+00:00,SITE-003,SITE-003::ZONE-C,DEV-022,BADGE-00169,USR-0169,granted
LOG-007828,2025-01-10 12:09:39+00:00,SITE-003,SITE-003::ZONE-A,DEV-018,BADGE-00081,USR-0081,granted
LOG-007829,2025-01-07 09:20:39+00:00,SITE-002,SITE-002::ZONE-C,DEV-014,BADGE-00014,USR-0014,granted
LOG-007830,2025-01-10 07:14:39+00:00,SITE-003,SITE-003::ZONE-C,DEV-022,BADGE-00111,USR-0111,granted
LOG-007831,2025-01-08 20:50:36+00:00,SITE-001,SITE-001::ZONE-B,DEV-003,BADGE-00055,USR-0055,granted
LOG-007832,2025-01-02 10:02:25+00:00,SITE-002,SITE-002::ZONE-D,DEV-016,BADGE-00061,USR-0061,granted
LOG-007833,2025-01-01 16:42:00+00:00,SITE-001,SITE-001::ZONE-B,DEV-004,BADGE-00185,USR-0185,granted
LOG-007834,2025-01-02 09:50:02+00:00,SITE-001,SITE-001::ZONE-C,DEV-006,BADGE-00189,USR-0189,granted
LOG-007835,2025-01-04 03:10:54+00:00,SITE-001,SITE-001::ZONE-C,DEV-005,BADGE-00052,USR-0052,granted
LOG-007836,2025-01-04 03:17:53+00:00,SITE-002,SITE-002::ZONE-C,DEV-014,BADGE-00119,USR-0119,granted
LOG-007837,2025-01-13 20:44:55+00:00,SITE-002,SITE-002::ZONE-D,DEV-016,BADGE-00109,USR-0109,granted
LOG-007838,2025-01-11 23:08:07+00:00,SITE-003,SITE-003::ZONE-B,DEV-019,BADGE-00193,USR-0193,granted
LOG-007839,2025-01-13 07:40:24+00:00,SITE-002,SITE-002::ZONE-B,DEV-011,BADGE-00190,USR-0190,granted
LOG-007840,2025-01-07 15:20:26+00:00,SITE-003,SITE-003::ZONE-D,DEV-023,BADGE-00071,USR-0071,denied
LOG-007841,2025-01-05 12:21:14+00:00,SITE-002,SITE-002::ZONE-A,DEV-009,BADGE-00006,USR-0006,denied
LOG-007842,2025-01-06 15:22:57+00:00,SITE-001,SITE-001::ZONE-B,DEV-004,BADGE-00001,USR-0001,denied
LOG-007843,2025-01-13 03:38:24+00:00,SITE-001,SITE-001::ZONE-A,DEV-001,BADGE-00001,USR-0001,granted
LOG-007844,2025-01-05 23:27:09+00:00,SITE-001,SITE-001::ZONE-B,DEV-004,BADGE-00157,USR-0157,granted
LOG-007845,2025-01-09 20:32:13+00:00,SITE-002,SITE-002::ZONE-B,DEV-011,BADGE-00148,USR-0148,granted
LOG-007846,2025-01-03 00:35:35+00:00,SITE-002,SITE-002::ZONE-A,DEV-010,BADGE-00166,USR-0166,granted
LOG-007847,2025-01-14 17:49:29+00:00,SITE-003,SITE-003::ZONE-C,DEV-021,BADGE-00028,USR-0028,granted
LOG-007848,2025-01-09 23:36:22+00:00,SITE-001,SITE-001::ZONE-B,DEV-004,BADGE-00012,USR-0012,granted
LOG-007850,2025-01-05 02:59:26+00:00,SITE-003,SITE-003::ZONE-D,DEV-024,BADGE-00126,USR-0126,granted
LOG-007851,2025-01-09 15:17:26+00:00,SITE-001,SITE-001::ZONE-A,DEV-001,BADGE-00002,USR-0002,granted
LOG-007852,2025-01-04 20:04:08+00:00,SITE-002,SITE-002::ZONE-B,DEV-011,BADGE-00133,USR-0133,granted
LOG-007853,2025-01-07 13:11:37+00:00,SITE-001,SITE-001::ZONE-C,DEV-005,BADGE-00178,USR-0178,granted
LOG-007854,2025-01-05 12:29:18+00:00,SITE-002,SITE-002::ZONE-C,DEV-013,BADGE-00030,USR-0030,granted
LOG-007855,2025-01-02 23:48:21+00:00,SITE-003,SITE-003::ZONE-D,DEV-024,BADGE-00148,USR-0148,denied
LOG-007856,2025-01-07 04:33:51+00:00,SITE-001,SITE-001::ZONE-C,DEV-006,BADGE-00111,USR-0111,granted
LOG-007857,2025-01-08 10:11:51+00:00,SITE-002,SITE-002::ZONE-A,DEV-009,BADGE-00189,USR-0189,granted
LOG-007858,2025-01-03 04:47:16+00:00,SITE-002,SITE-002::ZONE-B,DEV-011,BADGE-00049,USR-0049,granted
LOG-007859,2025-01-06 13:49:41+00:00,SITE-003,SITE-003::ZONE-B,DEV-020,BADGE-00046,USR-0046,granted
LOG-007860,2025-01-02 07:27:33+00:00,SITE-003,SITE-003::ZONE-D,DEV-024,BADGE-00004,USR-0004,granted
LOG-007861,2025-01-10 00:55:25+00:00,SITE-001,SITE-001::ZONE-B,DEV-003,BADGE-00142,USR-0142,granted
LOG-007862,2025-01-05 09:07:55+00:00,SITE-002,SITE-002::ZONE-B,DEV-012,BADGE-00174,USR-0174,granted
